EXPEDITION,SITE,HOLE,CORE,CORE_TYPE,SECTION,CC,TOP_DEPTH,BOTTOM_DEPTH,MBSF_TOP,MCD_TOP,AGE (MA),SPLITS,SIZE.MEAN.AREA,SIZE.MEAN.DIAMETERMEAN,SIZE.MEAN.DIAMETERMIN,SIZE.MEAN.DIAMETERMAX,SIZE.MEAN.SPHERICITY,SIZE.MEAN.SHAPEFACTOR,SIZE.MEDIAN.AREA,SIZE.MEDIAN.DIAMETERMEAN,SIZE.MEDIAN.DIAMETERMIN,SIZE.MEDIAN.DIAMETERMAX,SIZE.MEDIAN.SPHERICITY,SIZE.MEDIAN.SHAPEFACTOR,SIZE.SD.AREA,SIZE.SD.DIAMETERMEAN,SIZE.SD.DIAMETERMIN,SIZE.SD.DIAMETERMAX,SIZE.SD.SPHERICITY,SIZE.SD.SHAPEFACTOR,SIZE.95.AREA,SIZE.95.DIAMETERMEAN,SIZE.95.DIAMETERMIN,SIZE.95.DIAMETERMAX,SIZE.95.SPHERICITY,SIZE.95.SHAPEFACTOR,SIZE.9.AREA,SIZE.9.DIAMETERMEAN,SIZE.9.DIAMETERMIN,SIZE.9.DIAMETERMAX,SIZE.9.SPHERICITY,SIZE.9.SHAPEFACTOR,SIZE.SKEWNESS.AREA,SIZE.SKEWNESS.DIAMETERMEAN,SIZE.SKEWNESS.DIAMETERMIN,SIZE.SKEWNESS.DIAMETERMAX,SIZE.SKEWNESS.SPHERICITY,SIZE.SKEWNESS.SHAPEFACTOR,SIZE.KURTOSIS.AREA,SIZE.KURTOSIS.DIAMETERMEAN,SIZE.KURTOSIS.DIAMETERMIN,SIZE.KURTOSIS.DIAMETERMAX,SIZE.KURTOSIS.SPHERICITY,SIZE.KURTOSIS.SHAPEFACTOR,NUMBER.OF.TESTS,MASS.OF.PETRI.DISH,PD.W.SAMPLE,DRY.BULK.MASS,WASH.DATE,WASHER,DRY.WASHED.WEIGHT.W..PD,BULK.WASHED.WEIGHT,X.SAND,NOTES,FRAGMENTS,WHOLE.TESTS,SPLITS,FRAGMENTATION.INDEX,FILE_NAME
154,925.0,C,3,H,4,no,54.0,55.0,22.54,22.87,0.586625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-4,54-55"
154,925.0,C,3,H,4,no,56.0,57.0,22.56,22.89,0.587375,5.0,,,,,,,,,,,,,,,,,,,,,,557.5135945740021,,,,,,,,,,,,,,,,,,,,,2906.0,,,,,,,,,,,,,,"925C,3H-4,56-57"
154,925.0,C,3,H,4,no,56.0,57.0,22.56,22.89,0.587375,5.0,,,,,,,,,,,,,,,,,,,,,,557.5135945740021,,,,,,,,,,,,,,,,,,,,,2906.0,,,,,,,,,,,,,,"925C,3H-4,56-57"
154,925.0,C,3,H,4,no,71.0,72.0,22.71,23.04,0.592583333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,265.0,8.0,,"925C,3H-4,71-72"
154,925.0,C,3,H,4,no,82.0,83.0,22.82,23.15,0.596135416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-4,82-83"
154,925.0,C,3,H,4,no,107.0,108.0,23.07,23.4,0.604208333333333,5.0,59632.2476110272,260.213539160531,217.010898666613,294.550843452672,0.673996337157711,0.765641596019425,44016.3480440477,235.56341764387,193.589025973216,267.03137884714,0.648908222505312,0.769564446218456,46496.9681708869,86.5315019948887,77.3751292148439,98.2506461082704,0.122031741190021,0.048882330603129,149315.524229327,433.52022147354,368.309843429285,490.721317089213,0.907799388073883,0.840491555501264,113998.949540044,380.314440394371,327.439819564087,425.016166319632,0.857604123384378,0.826670751451881,2.96953981371455,1.67637316453051,1.77842964924036,1.65806444669728,0.515065235417605,-0.21393205346072,16.2314785771631,6.74232866526437,7.24061469306692,6.86245175827092,2.60447753953738,2.39355895903452,1170.0,45.69,51.93,6.24,11/07/2019,Fraass,,0.98,,,51.0,274.0,8.0,0.843076923076923,"925C,3H-4,107-108"
154,925.0,C,3,H,4,no,122.0,125.0,23.22,23.55,0.609052083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-4,122-125"
154,925.0,C,3,H,5,no,6.0,7.0,23.56,23.89,0.62003125,5.0,71243.4450994019,283.627499292738,239.964279687222,319.219924145044,0.686032380462281,0.810243984645934,51739.4298585339,255.390681114087,216.209604465106,286.309745834684,0.675362527276445,0.819400890347195,60053.0447532576,95.8250989023787,81.6110428138022,113.379371180696,0.113387468065483,0.0436045088588456,184444.240171772,480.925979180669,406.74722130783,545.603224060869,0.894245892087067,0.864563411187131,137472.595730695,415.827252259237,350.077789938922,473.610869527275,0.845339551700621,0.855801898069213,5.0726944682588,1.94349643255393,1.99803972242023,2.12567531764117,0.288658237436811,-1.16341469202515,57.5813075839117,10.0584910894487,10.0005617358292,12.2472801376219,2.7718674138125,4.4950784088077,3405.0,46.51,59.9,13.39,12/07/2019,Fraass,,3.8,,,64.0,599.0,9.0,0.903469079939668,"925C,3H-5,6-7"
154,925.0,C,3,H,5,no,13.0,15.0,23.63,23.96,0.622714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-5,13-15"
154,925.0,C,3,H,5,no,16.0,17.0,23.66,23.99,0.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-5,16-17"
154,925.0,C,3,H,5,no,24.0,25.0,23.74,24.07,0.627428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-5,24-25"
154,925.0,C,3,H,5,no,26.0,27.0,23.76,24.09,0.628285714285714,5.0,50001.8323321516,239.064727101148,199.244176304979,271.311275755957,0.676147080574021,0.764414197749499,36354.1463790001,214.381893991627,178.564940497564,242.75811931881,0.658025272776002,0.769745236269768,38113.3571708383,76.5608757964185,65.790621170803,89.6560232483239,0.114626163886543,0.0465992214571485,127139.494938137,398.410651829454,342.195586208228,454.094095710665,0.89232479677821,0.832759624633852,96755.9517862144,348.872224511861,287.934043086088,402.280439842346,0.850691383039943,0.819828841849057,2.81745441841417,1.78617999262774,1.83951753742372,1.89070269374366,0.449559829994362,-0.367025717570198,13.3440484081292,6.62796734109007,6.81950961490254,7.54635322576496,2.68205149675897,2.5882384388584,1796.0,47.55,58.73,11.18,12/07/2019,Fraass,,1.54,,,63.0,665.0,8.0,0.913461538461538,"925C,3H-5,26-27"
154,925.0,C,3,H,5,no,35.0,36.0,23.85,24.18,0.632142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,3H-5,35-36"
154,925.0,C,3,H,5,no,37.0,38.0,23.87,24.2,0.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,377.0,9.0,,"925C,3H-5,37-38"
154,925.0,C,3,H,5,no,107.0,108.0,24.57,24.9,0.65558064516129,3.0,,,,,,,,,,,,,,,,,,,,,,528.9203,,,,,,,,,,,,,,,,,,,,,2584.0,,,,,,,,,,49.0,449.0,8.0,,"925C,3H-5,107-108"
154,925.0,C,3,H,5,no,107.0,108.0,24.57,24.9,0.65558064516129,3.0,,,,,,,,,,,,,,,,,,,,,,528.9203,,,,,,,,,,,,,,,,,,,,,2584.0,,,,,,,,,,49.0,449.0,8.0,,"925C,3H-5,107-108"
154,925.0,C,3,H,6,no,7.0,8.0,25.07,25.4,0.671709677419355,5.0,70886.7000861147,279.264755782417,234.256902842759,318.149858887318,0.665661940290532,0.797361793186064,48621.5522396664,247.283643722401,208.328066919978,280.971709656365,0.64831047450906,0.804658413943178,62820.3564248003,105.493824363432,89.5856213290361,122.377295398474,0.124968007458586,0.0462061109983588,187191.905949151,484.294855701614,410.097449049615,559.406037300026,0.900680579559916,0.861040652278654,141976.359437911,422.705526614953,357.358150176566,481.851669367222,0.847944647286347,0.848963252864953,2.86980533470027,1.62447333014767,1.66747219492365,1.63042610702814,0.380875249900799,-0.795368387045883,13.926977347088,6.19676032192701,6.58743529658351,6.27983990420255,2.56703726126076,3.54226061557757,2520.0,46.45,71.21,24.76,12/07/2019,Fraass,,2.75,,,47.0,350.0,9.0,0.881612090680101,"925C,3H-6,7-8"
154,925.0,D,3,H,1,no,140.0,142.0,22.9,26.16,0.697230769230769,5.0,,,,,,,,,,,,,,,,,,,,,,512.3138,,,,,,,,,,,,,,,,,,,,,2932.0,,,,,,,,,,,,,,"925D,3H-1,140-142"
154,925.0,D,3,H,1,no,140.0,142.0,22.9,26.16,0.697230769230769,5.0,,,,,,,,,,,,,,,,,,,,,,512.3138,,,,,,,,,,,,,,,,,,,,,2932.0,,,,,,,,,,,,,,"925D,3H-1,140-142"
154,925.0,D,3,H,2,no,22.0,24.0,23.22,26.48,0.710153846153846,4.0,,,,,,,,,,,,,,,,,,,,,,557.9167,,,,,,,,,,,,,,,,,,,,,2866.0,,,,,,,,,,34.0,333.0,9.0,,"925D,3H-2,22-24"
154,925.0,D,3,H,2,no,22.0,24.0,23.22,26.48,0.710153846153846,4.0,,,,,,,,,,,,,,,,,,,,,,557.9167,,,,,,,,,,,,,,,,,,,,,2866.0,,,,,,,,,,34.0,333.0,9.0,,"925D,3H-2,22-24"
154,925.0,D,3,H,2,no,46.0,47.0,23.46,26.72,0.719384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,312.0,9.0,,"925D,3H-2,46-47"
154,925.0,D,3,H,2,no,72.0,74.0,23.72,26.98,0.727325,4.0,,,,,,,,,,,,,,,,,,,,,,586.7641,,,,,,,,,,,,,,,,,,,,,2286.0,,,,,,,,,,,,,,"925D,3H-2,72-74"
154,925.0,D,3,H,2,no,82.0,84.0,23.82,27.08,0.7297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-2,82-84"
154,925.0,D,3,H,2,no,89.0,91.0,23.89,27.15,0.7313625,4.0,,,,,,,,,,,,,,,,,,,,,,559.4371,,,,,,,,,,,,,,,,,,,,,2975.0,,,,,,,,,,,,,,"925D,3H-2,89-91"
154,925.0,D,3,H,2,no,102.0,104.0,24.02,27.28,0.73445,5.0,,,,,,,,,,,,,,,,,,,,,,522.0167,,,,,,,,,,,,,,,,,,,,,2734.0,,,,,,,,,,,,,,"925D,3H-2,102-104"
154,925.0,D,3,H,2,no,102.0,104.0,24.02,27.28,0.73445,5.0,,,,,,,,,,,,,,,,,,,,,,522.0167,,,,,,,,,,,,,,,,,,,,,2734.0,,,,,,,,,,,,,,"925D,3H-2,102-104"
154,925.0,D,3,H,2,no,129.0,131.0,24.29,27.55,0.7408625,4.0,,,,,,,,,,,,,,,,,,,,,,581.839,,,,,,,,,,,,,,,,,,,,,2975.0,,,,,,,,,,,,,,"925D,3H-2,129-131"
154,925.0,D,3,H,2,no,139.0,141.0,24.39,27.65,0.743401785714286,3.0,,,,,,,,,,,,,,,,,,,,,,503.4015,,,,,,,,,,,,,,,,,,,,,2835.0,,,,,,,,,,,,,,"925D,3H-2,139-141"
154,925.0,D,3,H,2,no,139.0,141.0,24.39,27.65,0.743401785714286,3.0,,,,,,,,,,,,,,,,,,,,,,503.4015,,,,,,,,,,,,,,,,,,,,,2835.0,,,,,,,,,,,,,,"925D,3H-2,139-141"
154,925.0,D,3,H,3,no,52.0,54.0,25.02,28.28,0.768714285714286,3.0,,,,,,,,,,,,,,,,,,,,,,498.5468,,,,,,,,,,,,,,,,,,,,,2900.0,,,,,,,,,,99.0,313.0,8.0,,"925D,3H-3,52-54"
154,925.0,D,3,H,3,no,52.0,54.0,25.02,28.28,0.768714285714286,3.0,,,,,,,,,,,,,,,,,,,,,,498.5468,,,,,,,,,,,,,,,,,,,,,2900.0,,,,,,,,,,99.0,313.0,8.0,,"925D,3H-3,52-54"
154,925.0,D,3,H,3,no,82.0,84.0,25.32,28.58,0.780767857142857,4.0,,,,,,,,,,,,,,,,,,,,,,527.0569,,,,,,,,,,,,,,,,,,,,,2944.0,,,,,,,,,,,,,,"925D,3H-3,82-84"
154,925.0,D,3,H,3,no,107.0,108.0,25.57,28.83,0.790692307692308,4.0,,,,,,,,,,,,,,,,,,,,,,478.5931,,,,,,,,,,,,,,,,,,,,,2785.0,,,,,,,,,,26.0,319.0,9.0,,"925D,3H-3,107-108"
154,925.0,D,3,H,3,no,116.0,117.0,25.66,28.92,0.794153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-3,116-117"
154,925.0,D,3,H,3,no,127.0,128.0,25.77,29.03,0.798308333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-3,127-128"
154,925.0,D,3,H,3,no,130.0,131.0,25.8,29.06,0.799233333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-3,130-131"
154,925.0,D,3,H,3,no,131.0,133.0,25.81,29.07,0.799541666666667,4.0,,,,,,,,,,,,,,,,,,,,,,439.9493,,,,,,,,,,,,,,,,,,,,,2979.0,,,,,,,,,,,,,,"925D,3H-3,131-133"
154,925.0,D,3,H,3,no,131.0,133.0,25.81,29.07,0.799541666666667,4.0,,,,,,,,,,,,,,,,,,,,,,439.9493,,,,,,,,,,,,,,,,,,,,,2979.0,,,,,,,,,,,,,,"925D,3H-3,131-133"
154,925.0,D,3,H,4,no,4.0,6.0,26.04,29.3,0.806633333333333,3.0,,,,,,,,,,,,,,,,,,,,,,435.2631,,,,,,,,,,,,,,,,,,,,,2928.0,,,,,,,,,,165.0,333.0,7.0,,"925D,3H-4,4-6"
154,925.0,D,3,H,4,no,22.0,24.0,26.22,29.48,0.812183333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-4,22-24"
154,925.0,D,3,H,4,no,42.0,44.0,26.42,29.68,0.81835,4.0,,,,,,,,,,,,,,,,,,,,,,418.3793,,,,,,,,,,,,,,,,,,,,,2982.0,,,,,,,,,,,,,,"925D,3H-4,42-44"
154,925.0,D,3,H,4,no,60.0,62.0,26.6,29.86,0.8239,4.0,,,,,,,,,,,,,,,,,,,,,,418.269,,,,,,,,,,,,,,,,,,,,,2872.0,,,,,,,,,,,,,,"925D,3H-4,60-62"
154,925.0,D,3,H,4,no,60.0,62.0,26.6,29.86,0.8239,4.0,,,,,,,,,,,,,,,,,,,,,,418.269,,,,,,,,,,,,,,,,,,,,,2872.0,,,,,,,,,,,,,,"925D,3H-4,60-62"
154,925.0,D,3,H,4,no,77.0,79.0,26.77,30.03,0.829141666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,536.0,8.0,,"925D,3H-4,77-79"
154,925.0,D,3,H,4,no,115.0,117.0,27.15,30.41,0.843395348837209,5.0,,,,,,,,,,,,,,,,,,,,,,636.231,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,,,"925D,3H-4,115-117"
154,925.0,D,3,H,4,no,127.0,128.0,27.27,30.53,0.848697674418605,5.0,,,,,,,,,,,,,,,,,,,,,,516.9146,,,,,,,,,,,,,,,,,,,,,2170.0,,,,,,,,,,26.0,253.0,10.0,,"925D,3H-4,127-128"
154,925.0,D,3,H,4,no,127.0,128.0,27.27,30.53,0.848697674418605,5.0,,,,,,,,,,,,,,,,,,,,,,516.9146,,,,,,,,,,,,,,,,,,,,,2170.0,,,,,,,,,,26.0,253.0,10.0,,"925D,3H-4,127-128"
154,925.0,D,3,H,4,no,139.0,141.0,27.39,30.65,0.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-4,139-141"
154,925.0,D,3,H,4,no,145.0,147.0,27.45,30.71,0.855938461538462,4.0,,,,,,,,,,,,,,,,,,,,,,588.6037,,,,,,,,,,,,,,,,,,,,,1826.0,,,,,,,,,,,,,,"925D,3H-4,145-147"
154,925.0,D,3,H,5,no,3.0,4.0,27.53,30.79,0.858523076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,338.0,8.0,,"925D,3H-5,3-4"
154,925.0,D,3,H,5,no,12.0,14.0,27.62,30.88,0.861430769230769,5.0,,,,,,,,,,,,,,,,,,,,,,561.0014,,,,,,,,,,,,,,,,,,,,,2751.0,,,,,,,,,,,,,,"925D,3H-5,12-14"
154,925.0,D,3,H,5,no,12.0,14.0,27.62,30.88,0.861430769230769,5.0,,,,,,,,,,,,,,,,,,,,,,561.0014,,,,,,,,,,,,,,,,,,,,,2751.0,,,,,,,,,,,,,,"925D,3H-5,12-14"
154,925.0,D,3,H,5,no,22.0,24.0,27.72,30.98,0.864661538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,22-24"
154,925.0,D,3,H,5,no,32.0,34.0,27.82,31.08,0.867892307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,187.0,6.0,,"925D,3H-5,32-34"
154,925.0,D,3,H,5,no,42.0,44.0,27.92,31.18,0.871123076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,42-44"
154,925.0,D,3,H,5,no,52.0,54.0,28.02,31.28,0.874353846153846,3.0,,,,,,,,,,,,,,,,,,,,,,594.6147,,,,,,,,,,,,,,,,,,,,,2588.0,,,,,,,,,,,,,,"925D,3H-5,52-54"
154,925.0,D,3,H,5,no,52.0,54.0,28.02,31.28,0.874353846153846,3.0,,,,,,,,,,,,,,,,,,,,,,594.6147,,,,,,,,,,,,,,,,,,,,,2588.0,,,,,,,,,,,,,,"925D,3H-5,52-54"
154,925.0,D,3,H,5,no,62.0,64.0,28.12,31.38,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,441.0,7.0,,"925D,3H-5,62-64"
154,925.0,D,3,H,5,no,67.0,68.0,28.17,31.43,0.8815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,67-68"
154,925.0,D,3,H,5,no,71.0,72.0,28.21,31.47,0.8835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,71-72"
154,925.0,D,3,H,5,no,73.0,75.0,28.23,31.49,0.8845,4.0,,,,,,,,,,,,,,,,,,,,,,605.7555,,,,,,,,,,,,,,,,,,,,,2362.0,,,,,,,,,,,,,,"925D,3H-5,73-75"
154,925.0,D,3,H,5,no,73.0,75.0,28.23,31.49,0.8845,4.0,,,,,,,,,,,,,,,,,,,,,,605.7555,,,,,,,,,,,,,,,,,,,,,2362.0,,,,,,,,,,,,,,"925D,3H-5,73-75"
154,925.0,D,3,H,5,no,90.0,92.0,28.4,31.66,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,90-92"
154,925.0,D,3,H,5,no,92.0,94.0,28.42,31.68,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,92-94"
154,925.0,D,3,H,5,no,95.0,97.0,28.45,31.71,0.895469696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,95-97"
154,925.0,D,3,H,5,no,100.0,102.0,28.5,31.76,0.897818181818182,3.0,,,,,,,,,,,,,,,,,,,,,,587.0939,,,,,,,,,,,,,,,,,,,,,3987.0,,,,,,,,,,88.0,237.0,8.0,,"925D,3H-5,100-102"
154,925.0,D,3,H,5,no,100.0,102.0,28.5,31.76,0.897818181818182,3.0,,,,,,,,,,,,,,,,,,,,,,587.0939,,,,,,,,,,,,,,,,,,,,,3987.0,,,,,,,,,,88.0,237.0,8.0,,"925D,3H-5,100-102"
154,925.0,D,3,H,5,no,105.0,107.0,28.55,31.81,0.900166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,105-107"
154,925.0,D,3,H,5,no,112.0,114.0,28.62,31.88,0.903454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,112-114"
154,925.0,D,3,H,5,no,117.0,118.0,28.67,31.93,0.90580303030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,117-118"
154,925.0,D,3,H,5,no,125.0,127.0,28.75,32.01,0.909560606060606,5.0,,,,,,,,,,,,,,,,,,,,,,605.7373,,,,,,,,,,,,,,,,,,,,,2408.0,,,,,,,,,,46.0,196.0,10.0,,"925D,3H-5,125-127"
154,925.0,D,3,H,5,no,125.0,127.0,28.75,32.01,0.909560606060606,5.0,,,,,,,,,,,,,,,,,,,,,,605.7373,,,,,,,,,,,,,,,,,,,,,2408.0,,,,,,,,,,46.0,196.0,10.0,,"925D,3H-5,125-127"
154,925.0,D,3,H,5,no,142.0,144.0,28.92,32.18,0.917545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,164.0,10.0,,"925D,3H-5,142-144"
154,925.0,D,3,H,5,no,147.0,149.0,28.97,32.23,0.919893939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-5,147-149"
154,925.0,D,3,H,6,no,10.0,12.0,29.1,32.36,0.926,3.0,,,,,,,,,,,,,,,,,,,,,,593.6461,,,,,,,,,,,,,,,,,,,,,2894.0,,,,,,,,,,53.0,191.0,8.0,,"925D,3H-6,10-12"
154,925.0,D,3,H,6,no,10.0,12.0,29.1,32.36,0.926,3.0,,,,,,,,,,,,,,,,,,,,,,593.6461,,,,,,,,,,,,,,,,,,,,,2894.0,,,,,,,,,,53.0,191.0,8.0,,"925D,3H-6,10-12"
154,925.0,D,3,H,6,no,18.0,20.0,29.18,32.44,0.928378378378378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925D,3H-6,18-20"
154,925.0,C,4,H,3,no,106.0,108.0,31.06,32.55,0.931648648648649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,282.0,9.0,,"925C,4H-3,106-108"
154,925.0,C,4,H,4,no,4.0,5.0,31.54,33.03,0.945918918918919,6.0,57839.2774249313,256.840818399039,220.474991110164,288.525056096161,0.710152064252576,0.791235584903483,44407.7204332953,236.320732494621,200.906571985333,267.982475798146,0.699006094352126,0.796194645113499,45843.0315582864,84.2920484205173,73.9076267061206,96.7787787625541,0.135168583969191,0.0550369636209991,144068.525064148,425.804104370485,365.745647180921,475.524704034139,0.937836402073726,0.875312172567518,106144.540546054,366.542994217705,320.831067045511,408.63263681689,0.899461965042577,0.861997655317654,4.35099133702731,1.76894225232835,1.6223398128201,1.80513369589873,0.0891504350711198,-0.397483315679653,41.6652201466644,8.8047612510958,7.22178963236473,9.470764478999,2.17584044705407,2.66197451631159,1398.0,47.43,68.92,21.49,11/07/2019,Fraass,,1.5,,,196.0,238.0,9.0,0.548387096774194,"925C,4H-4,4-5"
154,925.0,C,4,H,4,no,34.0,35.0,31.84,33.33,0.954837837837838,5.0,66319.7157581162,274.53973113146,233.111092474603,309.57518465187,0.687338333369486,0.812522646098007,48651.9365655805,247.458503494427,209.243504939211,278.299179654272,0.680620623533206,0.8196943473949,49332.7279929798,89.8575418032602,77.8289074282763,104.711908040763,0.11715563695562,0.0403894693769723,167207.330432887,459.048790165094,393.014331460999,522.048522206556,0.901620473063547,0.86492974054649,128831.093376107,402.209477646589,342.227932913074,459.679338367285,0.853493989254418,0.85506496848926,2.4922499087052,1.41675759912703,1.52982372020347,1.45135156993124,0.21770544257729,-1.23279963749171,12.4440871739076,5.28242776352457,5.85740681133392,5.62861243454171,2.68260779715024,5.19996729132911,4196.0,47.53,69.27,21.74,15/06/2019,Fraass,50.98,3.4499999999999957,0.137,,121.0,644.0,9.0,0.841830065359477,"925C,4H-4,34-35"
154,925.0,C,4,H,4,no,66.0,68.0,32.16,33.65,0.9665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,4H-4,66-68"
154,925.0,C,4,H,4,no,73.0,74.0,32.23,33.72,0.9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,4H-4,73-74"
154,925.0,C,4,H,4,no,76.0,78.0,32.26,33.75,0.9698,6.0,67694.4432382092,278.690693778743,239.621848566699,314.173584697406,0.699037778879264,0.81608400920187,54122.2443565824,260.884836095673,221.648617293589,294.763549596042,0.692722884183436,0.823660238751305,48604.9035208095,87.2879954223162,76.3172174880731,101.312832030565,0.136178051656826,0.0500361337193074,155598.955453526,443.070406844014,384.049518500273,502.057427855531,0.920982542940014,0.883438275084851,122413.58669526,392.371469599152,337.179218105267,447.188902092866,0.888691621121545,0.874076588102382,2.93615289454068,1.46176838809914,1.5923890989637,1.41686781425657,0.0144043855490151,-0.846791109317846,17.4102760569638,6.38537389238993,7.2323175442247,6.27668313784051,2.15454678135071,3.4968234864251,2267.0,47.21,61.93,14.72,15/06/2019,Fraass,48.54,1.3299999999999983,0.0829,,,,,,"925C,4H-4,76-78"
154,925.0,C,4,H,4,no,92.0,93.0,32.42,33.91,0.973,5.0,60480.7467749685,260.663346017562,217.736783992939,295.598102736394,0.679493648094296,0.778740606131639,41929.0286347272,229.901889845183,191.830900685109,259.94875153699,0.670749224257394,0.782919051789331,49155.8648279731,90.8320269829492,76.0346671765655,105.593975291534,0.119393404995536,0.0444271780917046,158162.279659164,445.691839281449,376.902948540377,516.586105890747,0.900597356982686,0.846718822746452,124456.41978074,394.283708489859,327.438408190906,453.939206120504,0.850495617015108,0.832770793584362,2.92609689744412,1.60268095988695,1.70367958714503,1.58985098368032,0.291888593939658,-0.409559561700811,17.7761095841935,6.14516404397112,6.52168529526699,6.15656962466288,2.54830028577089,2.93592325344727,1891.0,46.04,62.95,16.91,12/07/2019,Fraass,,2.87,,,74.0,393.0,9.0,0.841541755888651,"925C,4H-4,92-93"
154,925.0,C,4,H,4,no,106.0,108.0,32.56,34.05,0.9758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,4H-4,106-108"
154,925.0,C,4,H,4,no,122.0,123.0,32.72,34.21,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"925C,4H-4,122-123"
