Min (Diameter) (µm),Max (Diameter) (µm),Mean (Diameter) (µm),Elongation,Sphericity,Shape Factor,Mean (Gray Intensity Value),Age (Ma),FILE_NAME,Area (µm²),Perimeter (µm)
208.24323702547423,270.3962181483424,242.44140981088776,2.1985939625769753,1.7030177429605835,1.8140007146355421,96.77342947167014,2.98766666666667,"925C,10H-4,71-73.xlsx",,
216.19465077562703,280.51321563752384,251.64601285116916,2.200979091260871,1.699974026792938,1.8115805217456966,99.62817026286083,2.99527272727273,"925C,10H-4,92-94.xlsx",,
230.01314586172074,296.12838346133196,266.3830314206547,2.1950757090430626,1.7070837399236616,1.8149538684682107,93.14765098416036,3.045,"925C,10H-5,103-105.xlsx",,
231.92314639901346,299.96988993481955,269.412160228412,2.1945161386932215,1.7083800698031444,1.8116860383069069,106.38764521390999,3.05582352941176,"925C,10H-5,136-138.xlsx",,
231.25038006333568,299.73587928033464,269.22989155538386,2.1958739365672786,1.707494106324784,1.808256155206917,94.22103380980158,3.02532231404959,"925C,10H-5,43-45.xlsx",,
235.34241191668318,302.3179229379465,272.42623726978184,2.190968476209665,1.7122458375006795,1.8106607167191988,98.11444621449044,3.03633333333333,"925C,10H-5,77-79.xlsx",,
241.81413851546836,312.9372057103949,280.94509874716255,2.1991425357988015,1.7040586949914773,1.8107817284217205,107.46516124453797,3.07284615384615,"925C,10H-6,38-40.xlsx",,
234.10151369331345,301.43008850112955,270.7061987021842,2.1967244124732175,1.7061136501783156,1.813572939631089,105.77096744064819,3.08088461538462,"925C,10H-6,57-59.xlsx",,
218.68844660748417,281.91696886959414,253.61624573255088,2.1945437414084714,1.7083621285423896,1.814980664604171,102.27397605540507,3.08703539823009,"925C,10H-6,74-76.xlsx",,
247.0367042303225,318.575124709904,285.93563268355734,2.194778617872479,1.7082126516021616,1.8060201031724337,97.90486782001045,3.34476056338028,"925C,11H-2,100-102.xlsx",,
235.99711207611688,305.89280013309394,273.77841208090507,2.196599554624839,1.7060539532263754,1.8058006165978318,90.26112404409534,3.35332394366197,"925C,11H-2,132-134.xlsx",,
238.4248799621651,306.99137239017557,275.90914417715436,2.193403512015207,1.7097312619740863,1.8058521047020604,109.5135986905946,3.33631428571429,"925C,11H-2,69-71.xlsx",65307.21834848971,959.3147777705982
247.74945842348563,322.9187494757472,288.99299442432255,2.2037953715257252,1.6975607232782106,1.8062024073445149,95.1284507773227,3.36510843373494,"925C,11H-3,20-22.xlsx",,
250.25966879241292,327.21645386520987,292.4378525258027,2.2056594044571893,1.6958876128710036,1.8051731262767678,113.38762248389926,3.7452183908046,"925C,12H-3,139-141.xlsx",,
236.89731747842728,309.79013582233694,276.77039970940046,2.2051268025430764,1.695619134747167,1.807120654710701,106.440614554282,4.00933333333333,"925C,13H-1,88-90.xlsx",66226.56465176595,962.4859937870243
237.0153673117059,307.5235572468824,275.14474476754833,2.2004082549370536,1.7014500577209302,1.8168722059371771,116.39306995111933,4.02862962962963,"925C,13H-2,1-3.xlsx",64447.6989170184,952.3434805573531
258.0134444491154,335.8957397158924,300.3135267123485,2.205674356921859,1.696303073625376,1.8140695157623343,109.44249761010332,4.05966666666667,"925C,13H-2,93-95.xlsx",78082.56640814657,1041.1364682765895
228.25383968724614,297.17152660513165,265.92329547556784,2.2054267121147175,1.6953572122635643,1.8071702044755698,112.39016201147636,4.40389473684211,"925C,14H-2,118-120.xlsx",61507.88823102552,924.7913214060387
228.75578477066426,295.69468156792954,265.0425153333901,2.197675428715837,1.704737862927159,1.8113375461415575,116.14668843317747,4.37705263157895,"925C,14H-2,67-69.xlsx",60999.888249703436,919.2328751852814
233.0021606845073,301.2614992590698,270.30094294692384,2.1967247504453566,1.7057710600786966,1.8126299681446063,117.4905823654006,4.47553333333333,"925C,14H-3,117-119.xlsx",63433.673980999956,936.8016309677681
236.25333343062664,304.4585662325256,273.6223127216488,2.1967920120745257,1.705416972432764,1.8215532500819733,110.218816905505,4.42871052631579,"925C,14H-3,14-16.xlsx",64049.73004212849,943.7590279169682
246.4865292139928,318.9396389460644,286.2574417406396,2.199123458181738,1.7039022194376556,1.8237318425821247,116.50734194478281,4.44873913043478,"925C,14H-3,59-61.xlsx",71872.81168848881,987.6310669013338
227.79341361883098,293.6236669724817,263.71158467049764,2.1962845180066672,1.706649106282179,1.8147506957142392,106.41550237331725,4.4534347826087,"925C,14H-3,71-73.xlsx",,
213.48539947872902,275.0341974089252,246.47513523887895,2.1993214122165563,1.7030183302527273,1.8190001742346065,108.72328326240837,4.55476470588235,"925C,14H-4,117-119.xlsx",,
224.83366534223495,290.4700803254867,260.00741435089253,2.198237998027828,1.7031972226251813,1.8199760769941968,111.78565723022771,4.51485915492958,"925C,14H-4,43-45.xlsx",58027.758129615795,897.3583027146917
220.2601073725149,282.23238278571847,253.49867593062638,2.193847326540828,1.708651738743727,1.8222200932099613,106.4580397536443,4.49290697674419,"925C,14H-4,8-10.xlsx",,
225.85165568973434,289.45724703362754,260.1207282570738,2.1934578718260775,1.7097836999095894,1.819864041003813,108.97511075098367,4.54067605633803,"925C,14H-4,82-84.xlsx",,
210.97363780196306,269.4841822565698,242.24102525982096,2.193438934884838,1.7089218847423995,1.8250798001732544,116.93391911314464,4.78598333333333,"925C,15H-1,142-144.xlsx",,
212.96133036183673,271.00108759928423,243.99128226959667,2.189293956409615,1.7136598186651542,1.8250183321845124,116.5051058577673,4.80111428571429,"925C,15H-2,40-42.xlsx",,
214.47912154697025,273.1963134056322,246.03347616406916,2.1883093980755657,1.7154506306217419,1.8252938748127507,117.30190968989642,4.81653125,"925C,15H-2,90-92.xlsx",,
243.1365986416231,313.913345964329,281.41742514205146,2.19763288512859,1.7052913232608735,1.816562303117287,120.21742410692882,4.8336875,"925C,15H-3,1-3.xlsx",,
233.97192080504027,298.738332886829,269.0630229311005,2.1894222747166303,1.7140125724797584,1.8253992114335207,122.12126990685239,4.86773913043478,"925C,15H-3,110-112.xlsx",61208.790797817965,924.8020978174765
227.89912256875985,293.26268318269115,263.42865169863046,2.196543108033106,1.7054124427327129,1.8191485649259576,129.55597061182408,4.87991304347826,"925C,15H-3,145-147.xlsx",58847.01106414275,908.9770579236978
223.4735804569372,286.5619146673151,257.6692511511299,2.1921339613846675,1.7110097326537514,1.8215943185866164,113.01710674346694,4.85417391304348,"925C,15H-3,71-73.xlsx",,
241.95581448591315,309.76560883687273,278.73607882333476,2.1927581934839515,1.7101195936229123,1.823338973479169,125.34907935079634,4.89730434782609,"925C,15H-4,45-47.xlsx",65962.67349091293,959.3960671686007
225.81758237987663,287.8317963309517,259.0714112421904,2.1887445368668765,1.7147785837120744,1.8245964741093392,112.71126111790885,4.90606451612903,"925C,15H-4,67-69.xlsx",,
233.84100147636002,317.87898940584,279.92459733169,1.2333249291730215,0.6713053026214107,0.7856779615802748,111.22336900993577,0.0251052631578947,"925C,1H-1,103-104.csv",71066.17360752972,992.2881595933133
208.795422641317,285.7550775858793,250.8679400392743,1.239344173756633,0.6658601844379385,0.767609557069176,49.29814905630456,0.0262105263157895,"925C,1H-1,108-109.csv",57037.67194781547,898.5461678762304
225.03100098032635,308.50548646571826,270.7977353874262,1.2399270069237138,0.6642600376277236,0.7686518621839035,55.550564290091245,0.0317368421052632,"925C,1H-1,133-135.csv",66447.693700564,970.0379222499446
226.70448840887352,312.3390726123194,273.96518457104963,1.2464982463123744,0.657541079792568,0.768045270492433,56.6201418391231,0.0328421052631579,"925C,1H-1,138-140.csv",68994.42011475281,980.865271510615
240.92734475103885,329.68017068030696,289.45459323622174,1.240546563568664,0.665639253011773,0.7936132035070845,108.34997915469806,0.010530612244898,"925C,1H-1,43-44.csv",76949.53354463614,1023.0126968729124
204.21014933435126,277.3501307814493,244.22840461878914,1.2320973175981953,0.6743492423632664,0.7518700006798124,47.92769418892371,0.0151836734693878,"925C,1H-1,62-63.csv",53337.161431540815,879.7482376610868
208.24465693755658,281.8832942091516,248.4672205053872,1.225476027768596,0.6821775410635308,0.7635465069986004,50.557087066569416,0.0166530612244898,"925C,1H-1,68-70.csv",54735.015907365334,890.1888692137935
231.49436360667164,316.7962778753081,277.8290554475201,1.240383980343881,0.6655370919705264,0.7777883538702598,4591.88008262277,0.0215510204081633,"925C,1H-1,88-89.csv",70341.11986279575,989.5475629364558
217.10060041667575,286.4171544457109,253.79406663721684,1.2125207684566515,0.6999340505135558,0.7861135908903677,58.94680415886128,0.0604159292035398,"925C,1H-2,110-112.csv",57528.22020067524,894.2959527909376
219.088423435632,291.2706339293478,255.17280052248947,1.2287974702447884,0.6871514162674407,0.7962631106717872,124.55051730652394,0.064787610619469,"925C,1H-2,129-130.csv",56075.970453247406,894.1063016325543
227.6953765313622,310.0690331351564,271.2089510453382,1.2466409977981932,0.6616209909053095,0.7926152123830191,112.39180757790501,0.0680088495575221,"925C,1H-2,143-145.csv",66612.80026024418,954.2242498872359
218.87424869474276,301.3012666025247,261.9541200490373,1.2500209772536717,0.6575306049619799,0.781034184788555,98.44555825411031,0.0396947368421053,"925C,1H-2,19-21.csv",65103.976157697645,930.376155363544
222.82178039859892,306.438506784142,268.92244586972157,1.2406669124038996,0.6640920435264901,0.7575178065346554,50.729461869863265,0.0419052631578947,"925C,1H-2,29-31.csv",66051.68806298675,969.171967957324
246.9059016453838,333.35560891956385,293.6473871601845,1.2313788682325848,0.6752715768218642,0.7970627095782179,6524.211873284262,0.0441157894736842,"925C,1H-2,39-40.csv",77505.30176779526,1034.0979807816773
218.76140758382937,299.03953589929694,261.92872998121624,1.2431175534153796,0.6630263022630793,0.7823701261920981,111.7197217689997,0.0473008849557522,"925C,1H-2,53-55.csv",64129.22735410992,929.4635035536501
261.1850094500805,357.6088377414908,313.59428761325154,1.2430477814725094,0.663205289761977,0.7930986393166596,7539.6370140548115,0.0368210526315789,"925C,1H-2,6-8.csv",90332.90797365723,1109.5557710129237
253.88895329961483,338.68225915626186,299.03377301215517,1.2251154282952266,0.6852802612473545,0.810315883091073,138.75619078154187,0.0509823008849557,"925C,1H-2,69-71.csv",82444.8622444884,1045.2620798815203
207.7427380327761,285.6598267179732,250.08997282867531,1.2401569896225129,0.6654219502966829,0.7530077592092448,49.63280630179525,0.0542035398230089,"925C,1H-2,83-85.csv",56498.198133129394,903.5936169831613
222.10284652554606,305.77761063493926,267.3518956614845,1.2549406455912764,0.6518062033014791,0.7938287339189954,111.31723548657065,0.0576548672566372,"925C,1H-2,98-100.csv",65480.09129545292,940.7695997284991
215.2462056999504,294.1215052788313,259.0216186540781,1.2401698253646858,0.6650633167263886,0.7879852754807123,125.59371176500021,0.1045,"925C,1H-3,105-107.csv",62490.98169882093,916.1480396847495
252.17963361013494,341.772604371076,300.7979585708878,1.235162266005728,0.6702077027442694,0.7994982460877575,7093.688117352617,0.108333333333333,"925C,1H-3,119-120.csv",84726.67780068106,1058.2945059773706
241.87054063659704,333.2226140213305,291.1856941516118,1.2533414117922563,0.652811480828612,0.7913494406370483,79.4975476613075,0.11,"925C,1H-3,125-127.csv",80992.51864091986,1029.66211998807
227.84822394085495,310.34273792288076,272.5200506079704,1.236590306104011,0.6715717863394739,0.7760199861490401,61.328014793389016,0.112222222222222,"925C,1H-3,133-135.csv",70595.25144083402,970.4854354153456
226.76311055325817,310.96870451326197,272.59963442229434,1.2472809809407042,0.66097642513073,0.7750768831089636,65.13258196045736,0.115,"925C,1H-3,143-145.csv",70370.78362501015,970.448500770588
205.53286876395097,284.629263801959,248.95040862837544,1.2552819987891914,0.6514047214514441,0.7713362370233473,56.11911262576995,0.077859649122807,"925C,1H-3,23-25.csv",56235.17622991654,889.8306729326783
228.00034254249954,308.4059836550228,271.35672856298874,1.2368768066239355,0.6697891639733389,0.7956172665078997,7770.679699341793,0.0839122807017544,"925C,1H-3,38-40.csv",67000.20867490006,955.9015909420273
223.15916164707474,306.07197631018863,267.4965716525603,1.2496357296443894,0.6587542587564763,0.7889446571036266,109.02841006230776,0.0707699115044248,"925C,1H-3,5-7.csv",65048.46799944294,944.2602766570458
227.2531403980811,307.64459735064844,270.59625103450503,1.2403539229581912,0.6686977151903524,0.7797020414689643,66.41180834545473,0.0903684210526316,"925C,1H-3,54-56.csv",67706.97791215565,961.2727170596393
243.2848534654122,336.47100317880717,294.0784455404643,1.2481516948277525,0.6574487331544012,0.7754988079998162,112.16849169279712,0.09525,"925C,1H-3,68-69.csv",80568.5327531098,1048.5994042843479
244.2560655621593,335.63854059767306,294.15221942018866,1.2500718664409394,0.6550541127664123,0.7965072057835502,105.38652486761076,0.098,"925C,1H-3,79-81.csv",79942.79464792648,1036.860382647852
216.97845284370084,301.6607291236108,264.4750680704494,1.2505290117709995,0.6547520513372703,0.76633484041004,55.482522150933356,0.1015,"925C,1H-3,93-95.csv",65007.35949475887,948.4414426399276
230.11476892049333,319.4580384367602,279.38260103067756,1.2522959749991585,0.6530556483119092,0.7671307523982501,57.57996640077486,0.117842105263158,"925C,1H-4,2-4.csv",73170.55404936477,1001.5802604880762
215.48883894044164,300.57648871729,262.4195180334431,1.2486016145383023,0.6559713975613338,0.7725810960727323,58.95389835496441,0.124473684210526,"925C,1H-4,23-25.csv",70191.60847545396,937.8644261997165
249.60814819659242,341.77190869729026,299.9412128572045,1.2465452274589688,0.6580698884800855,0.8023778926272803,123.2258749502284,0.126368421052632,"925C,1H-4,29-31.csv",83441.21520581271,1054.9539396199377
227.9100702907235,303.33934411420927,270.36014701065164,2.220811718355406,1.67855332819563,1.8030266679586542,100.62515629297793,0.126368421052632,"925C,1H-4,29-31.xlsx",68376.35918757894,943.0191604354782
242.24193090724816,321.7378649943801,284.6254081363498,1.2244958760914653,0.6813705272319791,0.8191926230559176,118.04559589831936,0.255258620689655,"925C,2H-1,114-116.csv",74097.13139939468,987.6596710177655
205.80641976229902,283.0960402180769,248.33153903871644,1.243007156715458,0.6622824197600161,0.7733285413340145,54.59818527544682,0.25851724137931,"925C,2H-1,128-130.csv",57325.78086630795,885.1281556138732
198.58681000481295,273.19354855547977,239.88550667583723,1.2435667314309544,0.6611548195453452,0.7720548814880045,53.80690905100815,0.259681034482759,"925C,2H-1,133-135.csv",54144.205133299496,854.3436433844921
240.0068303866886,329.85813597080676,289.52459119960184,1.2426282092672278,0.6613384310975909,0.777806823719513,58.01042559506486,0.25155,"925C,2H-1,98-100.csv",78191.03084769739,1029.5155298398317
212.79315824698568,291.83182977086307,256.4067661985185,1.2413116786928884,0.6628797420582304,0.7797185438173311,59.116234136513604,0.289639175257732,"925C,2H-2,109-110.csv",60739.497252185225,909.6893441647844
248.35237674235702,328.8082924332436,291.4539378128584,1.2214098067568107,0.6883418066094357,0.8116224184326891,8579.979599710086,0.293103092783505,"925C,2H-2,123-125.csv",76422.54272630069,1016.0815994603458
255.37639769813364,335.7888499320835,297.63181492610335,1.2277055080053232,0.6819358075753242,0.8178653196764736,89.53104612303214,0.295824742268041,"925C,2H-2,134-136.csv",82231.459572599,1033.7115059086107
241.61704753692572,318.37712899201375,283.13300387978074,1.2112632339678693,0.701414668957709,0.7935135394675579,72.03514844866577,0.29780412371134,"925C,2H-2,142-144.csv",74701.98165651462,994.3022696577489
194.58659877254297,265.0939624199423,233.03637768733648,1.2396585669017002,0.6670387765764505,0.7857126467498983,65.20590332385704,0.267827586206897,"925C,2H-2,18-20.csv",49658.578691938994,823.5471301528878
233.8955716386171,308.13512435480453,273.4048859684675,1.213692179799311,0.7001831052921134,0.7977542567371039,5225.10029278458,0.271551724137931,"925C,2H-2,34-36.csv",67712.87314560828,959.0129259037386
224.95577366126633,308.4587582144146,270.7657114734199,1.2468425647054675,0.6566198663761998,0.7592770104137962,51.23654399016893,0.264568965517241,"925C,2H-2,4-6.csv",66655.85816533753,973.7057367173906
216.7619566796907,292.6809125037274,257.2813343583793,1.2382843601483022,0.6697660732469041,0.7838239559998746,67.08245830848617,0.274577586206897,"925C,2H-2,47-49.csv",62242.76894324981,908.600830482798
214.60694026016307,284.2151209880641,248.8276515746279,1.2236715661975242,0.6937669068135798,0.8033332365578956,124.725847802926,0.278301724137931,"925C,2H-2,63-64.csv",56921.46706052946,867.9431238340882
241.36038213251237,328.9910929277842,289.4808105508819,1.239219438844154,0.6666946005019299,0.7865563642486245,65.33256883132059,0.281226804123711,"925C,2H-2,75-77.csv",77821.87807029634,1022.1546297555374
205.72521109749155,284.6858226816422,249.2948014816965,1.2453589723469847,0.658632544978834,0.7690231393453079,54.347467057383504,0.285680412371134,"925C,2H-2,93-95.csv",57647.7550751272,890.4606425717055
259.66090046975637,352.1832770811663,308.8139745057013,1.2416201057242444,0.6638382239202907,0.809103761949514,121.15958653794581,0.330236842105263,"925C,2H-3,108-110.csv",91193.04119007505,1080.2362871320004
228.56206633507125,317.22762567074517,277.3827131436535,1.249063465294477,0.6563312980251896,0.7744171077333445,66.25736738618387,0.333131578947368,"925C,2H-3,118-120.csv",72918.05423922717,989.7900283291401
